transaction_id,procedure_id,trans_group_id,trans_group_en,procedure_name_en,instance_date,property_type_id,property_type_en,property_sub_type_id,property_sub_type_en,property_usage_en,reg_type_id,reg_type_en,area_id,area_name_en,building_name_en,project_number,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,month_year,month,season
1-102-2018-11427,102,1,Sales,Sell - Pre registration,2018-08-15,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,506,Al Yelayiss 1,,1500.0,REEM - MIRA OASIS COMMUNITY PHASE 3,,Dubai Cycling Course,,,4 B/R,0,214.0,1699910.0,7943.5,,,1.0,1.0,0.0,2018-08,8,Summer
1-11-2013-19949,11,1,Sales,Sell,2013-07-01,3,Unit,42.0,Office,Commercial,1,Existing Properties,526,Business Bay,Silver Tower,219.0,SILVER TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,97.65,733972.0,7516.35,,,1.0,1.0,0.0,2013-07,7,Summer
1-41-2022-16918,41,1,Sales,Delayed Sell,2022-09-27,3,Unit,60.0,Flat,Residential,1,Existing Properties,412,Al Merkadh,SOBHA HARTLAND GREENS - PHASE III - 2,1907.0,Sobha Hartland Greens - Phase III,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,70.3,1172311.0,16675.83,,,1.0,1.0,0.0,2022-09,9,Autumn
1-41-2018-3682,41,1,Sales,Delayed Sell,2018-12-20,1,Land,,,Residential,1,Existing Properties,335,Nad Al Shiba First,,,,,IMG World Adventures,Business Bay Metro Station,Dubai Mall,,0,464.81,1827000.0,3930.64,,,1.0,1.0,0.0,2018-12,12,Winter
1-11-2022-14658,11,1,Sales,Sell,2022-06-27,3,Unit,60.0,Flat,Residential,1,Existing Properties,409,Al Barshaa South Third,DIVINE RESIDENCES,,,Arjan,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,Studio,1,42.13,416000.0,9874.2,,,2.0,1.0,0.0,2022-06,6,Summer
1-11-2014-22359,11,1,Sales,Sell,2014-10-08,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,Al Hallawi,,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,144.07,2510000.0,17422.09,,,1.0,2.0,0.0,2014-10,10,Autumn
1-102-2017-18083,102,1,Sales,Sell - Pre registration,2017-09-18,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,447,Al Khairan First,THE COVE Building 2,1826.0,The Cove,The Lagoons,Dubai International Airport,Creek Metro Station,Dubai Mall,2 B/R,1,116.18,1721888.0,14820.86,,,1.0,1.0,0.0,2017-09,9,Autumn
2-13-2010-6523,13,2,Mortgages,Mortgage Registration,2010-12-09,3,Unit,60.0,Flat,Residential,1,Existing Properties,410,Palm Jumeirah,Marina Apartments 4,1297.0,MARINA RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,189.25,1245000.0,6578.6,,,2.0,1.0,0.0,2010-12,12,Winter
2-110-2013-1303,110,2,Mortgages,Lease to Own Registration,2013-06-19,3,Unit,60.0,Flat,Residential,1,Existing Properties,437,Al Kheeran,AL BADIA RESIDENCES BUILDINGS 11,,,Festival City,Dubai International Airport,Emirates Metro Station,City Centre Mirdif,3 B/R,1,243.12,1781500.0,7327.66,1781500.0,7328.0,2.0,2.0,4.0,2013-06,6,Summer
1-11-2009-207659,11,1,Sales,Sell,2009-04-13,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,P-05,,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,85.0,352000.0,4141.18,,,2.0,1.0,0.0,2009-04,4,Spring
1-11-2022-32930,11,1,Sales,Sell,2022-12-27,3,Unit,60.0,Flat,Residential,1,Existing Properties,464,Wadi Al Safa 2,Mazaya 7,1182.0,QPOINT LIWAN-PLOT R017,Liwan,IMG World Adventures,,,1 B/R,1,87.6,292305.0,3336.82,,,1.0,1.0,0.0,2022-12,12,Winter
2-13-2022-16988,13,2,Mortgages,Mortgage Registration,2022-10-31,3,Unit,60.0,Flat,Residential,1,Existing Properties,444,Al Hebiah First,BARTON HOUSE 2,,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,97.73,390000.0,3990.59,,,1.0,1.0,0.0,2022-10,10,Autumn
1-102-2023-9232,102,1,Sales,Sell - Pre registration,2023-02-28,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,335,Nad Al Shiba First,,2484.0,Nad Al Sheba Gardens Phase 3 ,,,,,3 B/R,0,195.92,4308000.0,21988.57,,,1.0,1.0,0.0,2023-02,2,Winter
3-9-2017-1123,9,3,Gifts,Grant,2017-07-17,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,PARK ISLAND SANIBEL,1458.0,PARK ISLANDS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,135.92,2194543.0,16145.84,,,1.0,1.0,0.0,2017-07,7,Summer
1-11-2012-18715,11,1,Sales,Sell,2012-10-09,3,Unit,60.0,Flat,Residential,1,Existing Properties,350,Al Thanyah Fifth,ICON 1,,,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,69.0,378496.0,5485.45,,,1.0,2.0,0.0,2012-10,10,Autumn
1-102-2020-11857,102,1,Sales,Sell - Pre registration,2020-09-22,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,BEACH VISTA Tower 1,2015.0,BEACH VISTA,,,,,1 B/R,1,68.98,1150000.0,16671.5,,,2.0,1.0,0.0,2020-09,9,Autumn
1-102-2015-13855,102,1,Sales,Sell - Pre registration,2015-12-07,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,348,Al Goze Fourth,AL KHAIL HEIGHTS 8A-8B,1527.0,AL KHAIL HEIGHTS,,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,1 B/R,1,101.24,844592.0,8342.47,,,1.0,2.0,0.0,2015-12,12,Winter
1-11-2023-25645,11,1,Sales,Sell,2023-08-16,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Dunya Tower,,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,75.72,1380000.0,18225.04,,,1.0,1.0,0.0,2023-08,8,Summer
1-11-2014-23437,11,1,Sales,Sell,2014-10-27,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,MARINA TOWER,,,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,2 B/R,1,139.24,2695000.0,19355.07,,,1.0,1.0,0.0,2014-10,10,Autumn
1-11-2019-10449,11,1,Sales,Sell,2019-11-15,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,Emirates Gardens 1 - G1,1433.0,EMIRATES GARDEN I - GARDENIA,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,135.27,520000.0,3844.16,,,1.0,1.0,0.0,2019-11,11,Autumn
1-11-2013-6977,11,1,Sales,Sell,2013-03-05,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,EMR-18,1288.0,INTERNATIONAL CITY EMARATI,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,68.72,704900.0,10257.57,,,1.0,1.0,0.0,2013-03,3,Spring
1-41-2021-4212,41,1,Sales,Delayed Sell,2021-04-29,3,Unit,60.0,Flat,Residential,1,Existing Properties,485,Me'Aisem First,AFNAN 2,1672.0,MIDTOWN - AFNAN,International Media Production Zone,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,1,59.21,704332.0,11895.48,,,1.0,1.0,0.0,2021-04,4,Spring
1-11-2015-13784,11,1,Sales,Sell,2016-01-18,1,Land,,,Commercial,1,Existing Properties,485,Me'Aisem First,,395.0,LIME TREE VALLEY,Jumeirah Golf Estates,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,,0,59.0,159000.0,2694.92,,,1.0,2.0,0.0,2016-01,1,Winter
1-11-2022-31404,11,1,Sales,Sell,2022-12-12,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,Marina Pinnacle,817.0,MARINA PINNACLE,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,158.98,1200000.0,7548.12,,,1.0,1.0,0.0,2022-12,12,Winter
1-11-2018-4098,11,1,Sales,Sell,2018-04-17,3,Unit,60.0,Flat,Residential,1,Existing Properties,485,Me'Aisem First,LAKESIDE C,436.0,LAKESIDE,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,33.68,350000.0,10391.92,,,1.0,1.0,0.0,2018-04,4,Spring
1-107-2011-45,107,1,Sales,Lease to Own Registration Pre-Registration,2011-06-21,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,441,Al Barsha South Fourth,AUTUMN 1,142.0,SEASONS COMMUNITY- AUTUMN,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,79.06,616000.0,7791.55,,,2.0,2.0,2.0,2011-06,6,Summer
1-102-2018-3161,102,1,Sales,Sell - Pre registration,2018-03-01,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,410,Palm Jumeirah,SEVEN HOTEL & APARTMENTS THE PALM,1962.0,Seven Hotel and Apartments The Palm,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,Studio,1,37.3,864866.0,23186.76,,,1.0,1.0,0.0,2018-03,3,Spring
1-11-2013-38547,11,1,Sales,Sell,2013-12-12,3,Unit,42.0,Office,Commercial,1,Existing Properties,350,Al Thanyah Fifth,MAZAYA BUSINESS AVENUE BB2,1293.0,BUSINESS AVENUE BB2,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,156.93,3554534.0,22650.44,,,1.0,1.0,0.0,2013-12,12,Winter
2-13-2016-8113,13,2,Mortgages,Mortgage Registration,2016-11-07,3,Unit,42.0,Office,Commercial,1,Existing Properties,350,Al Thanyah Fifth,ALMAS TOWER,976.0,AL MAS TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,149.92,5300000.0,35352.19,,,1.0,1.0,0.0,2016-11,11,Autumn
1-102-2022-44791,102,1,Sales,Sell - Pre registration,2022-12-29,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,526,Business Bay,CHIC TOWER,2460.0,CHIC TOWER,Business Bay,,,,1 B/R,1,71.52,1760000.0,24608.5,,,1.0,1.0,0.0,2022-12,12,Winter
1-41-2022-16187,41,1,Sales,Delayed Sell,2022-09-14,3,Unit,112.0,Hotel Rooms,Hospitality ,1,Existing Properties,526,Business Bay,PARAMOUNT TOWER HOTEL & RESIDENCES,1665.0,PARAMOUNT TOWER HOTEL & RESIDENCES,,Burj Khalifa,Business Bay Metro Station,Dubai Mall,1 B/R,1,81.81,1364000.0,16672.78,,,1.0,2.0,0.0,2022-09,9,Autumn
1-11-2021-5592,11,1,Sales,Sell,2021-04-07,4,Villa,,,Commercial,1,Existing Properties,343,Al Warsan First,,1385.0,WARSAN VILLAGE - B & C,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,,0,154.0,1600000.0,10389.61,,,1.0,1.0,0.0,2021-04,4,Spring
1-41-2016-2848,41,1,Sales,Delayed Sell,2016-06-14,4,Villa,,,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,,1727.0,SIDRA,DUBAI HILLS - SIDRA 1,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,521.01,4215888.0,8091.76,,,1.0,1.0,0.0,2016-06,6,Summer
1-102-2020-2446,102,1,Sales,Sell - Pre registration,2020-02-12,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,441,Al Barsha South Fourth,Belgravia Square A,2100.0,BELGRAVIA SQUARE,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,73.06,795818.0,10892.66,,,1.0,1.0,0.0,2020-02,2,Winter
1-102-2017-8976,102,1,Sales,Sell - Pre registration,2017-05-01,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,390,Burj Khalifa,BAHWAN TOWER,1732.0,BAHWAN TOWER ,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,140.96,2275000.0,16139.33,,,1.0,3.0,0.0,2017-05,5,Spring
1-41-2022-14727,41,1,Sales,Delayed Sell,2022-08-22,1,Land,,,Residential,1,Existing Properties,451,Al Hebiah Fifth,,2400.0,DAMAC LAGOONS - MALTA (1),,,,,,0,219.6,2651000.0,12071.95,,,1.0,1.0,0.0,2022-08,8,Summer
1-102-2018-6856,102,1,Sales,Sell - Pre registration,2018-05-09,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,462,Madinat Al Mataar,MAG 550,1673.0,MAG 5 BOULEVARD,Dubai World Central,Expo 2020 Site,,,1 B/R,1,59.14,550000.0,9299.97,,,1.0,1.0,0.0,2018-05,5,Spring
1-102-2020-2687,102,1,Sales,Sell - Pre registration,2020-02-12,4,Villa,4.0,Villa,Residential,0,Off-Plan Properties,467,Wadi Al Safa 5,,2142.0,Arabian Ranches III - JOY,,Hamdan Sports Complex,,,3 B/R,0,129.27,1329888.0,10287.68,,,2.0,2.0,0.0,2020-02,2,Winter
2-810-2016-430,810,2,Mortgages,Lease Finance Registration,2016-08-22,4,Villa,,,Residential,1,Existing Properties,434,Wadi Al Safa 6,,,,Arabian Ranches - Saheel,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,,0,588.17,1925000.0,3272.86,,,1.0,1.0,0.0,2016-08,8,Summer
1-11-2023-20618,11,1,Sales,Sell,2023-06-26,3,Unit,60.0,Flat,Residential,1,Existing Properties,442,Al Barsha South Fifth,LA RESIDENCE,,,Jumeirah Village Triangle,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,1,33.85,367000.0,10841.95,,,1.0,1.0,0.0,2023-06,6,Summer
1-11-2018-5397,11,1,Sales,Sell,2018-05-22,3,Unit,60.0,Flat,Residential,1,Existing Properties,445,Jabal Ali First,AZIZI TULIP,1574.0,AZIZI. TULIP,Al Furjan,Sports City Swimming Academy,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,3 B/R,1,158.05,1376000.0,8706.11,,,1.0,1.0,0.0,2018-05,5,Spring
2-13-2015-3121,13,2,Mortgages,Mortgage Registration,2015-05-04,4,Villa,4.0,Villa,Residential,1,Existing Properties,352,Al Thanayah Fourth,,,,Springs - 5,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,4 B/R,0,343.18,2227500.0,6490.76,,,1.0,1.0,0.0,2015-05,5,Spring
1-102-2023-23743,102,1,Sales,Sell - Pre registration,2023-05-22,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,483,Warsan Fourth,EQUITI APARTMENTS,2496.0,EQUITI APARTMENTS,International City Phase 3,,Rashidiya Metro Station,City Centre Mirdif,Studio,1,40.69,415835.0,10219.59,,,1.0,1.0,0.0,2023-05,5,Spring
2-13-2019-2485,13,2,Mortgages,Mortgage Registration,2019-04-16,3,Unit,60.0,Flat,Residential,1,Existing Properties,330,Marsa Dubai,ESCAN MARINA TOWER,845.0,ESCAN MARINA TOWER,Dubai Marina,Sports City Swimming Academy,Jumeirah Beach Residency,Marina Mall,2 B/R,1,110.33,780000.0,7069.7,,,1.0,1.0,0.0,2019-04,4,Spring
1-11-2022-346,11,1,Sales,Sell,2022-01-10,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,O2,1954.0,O 2,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,96.63,250000.0,2587.19,,,1.0,1.0,0.0,2022-01,1,Winter
1-11-2016-7266,11,1,Sales,Sell,2016-06-20,3,Unit,60.0,Flat,Residential,1,Existing Properties,351,Al Thanyah Third,AL THAYYAL-3,,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,2 B/R,1,121.97,754902.0,6189.24,,,1.0,0.0,0.0,2016-06,6,Summer
1-11-2013-1057,11,1,Sales,Sell,2013-01-14,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,Emirates Gardens 1 - R1,1434.0,EMIRATES GARDEN I - ROSE 1,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,80.36,450000.0,5599.8,,,1.0,1.0,0.0,2013-01,1,Winter
1-102-2013-8885,102,1,Sales,Sell - Pre registration,2013-10-03,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,390,Burj Khalifa,Address Fountain Views Residences - Tower 1,1333.0,The Address Residence-Fountain Views,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,125.38,3473888.0,27706.88,,,1.0,1.0,0.0,2013-10,10,Autumn
1-11-2019-855,11,1,Sales,Sell,2019-01-30,2,Building,,,Commercial,1,Existing Properties,233,Hor Al Anz,,,,,Dubai International Airport,Abu Baker Al Siddique Metro Station,City Centre Mirdif,,0,469.72,8000000.0,17031.42,,,1.0,1.0,0.0,2019-01,1,Winter
1-11-2013-32874,11,1,Sales,Sell,2013-10-07,1,Land,,,Commercial,1,Existing Properties,352,Al Thanayah Fourth,,,,Emirates Hills,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,0,2238.3,46000000.0,20551.31,,,1.0,1.0,0.0,2013-10,10,Autumn
1-11-2016-10615,11,1,Sales,Sell,2016-09-06,3,Unit,60.0,Flat,Residential,1,Existing Properties,390,Burj Khalifa,Al NOUJOUM TOWER,567.0,BURJ AL NUJOOM,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,76.11,1150000.0,15109.71,,,1.0,1.0,0.0,2016-09,9,Autumn
1-41-2014-1882,41,1,Sales,Delayed Sell,2014-04-03,4,Villa,,,Residential,1,Existing Properties,463,Wadi Al Safa 7,,1400.0,Arabian Ranches - Lila Community,Arabian Ranches II - LILA,Motor City,,,,0,405.0,3638888.0,8984.91,,,1.0,1.0,0.0,2014-04,4,Spring
3-9-2017-2471,9,3,Gifts,Grant,2017-12-27,2,Building,,,Commercial,1,Existing Properties,248,Um Ramool,,,,,Dubai International Airport,Emirates Metro Station,City Centre Mirdif,,0,11572.37,95000000.0,8209.21,,,1.0,1.0,0.0,2017-12,12,Winter
1-102-2019-14884,102,1,Sales,Sell - Pre registration,2019-09-23,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,317,Jumeirah First,La Cote ? Building 2,2093.0,Port de La Mer - La Cote,,Burj Khalifa,Trade Centre Metro Station,Dubai Mall,1 B/R,1,90.62,1815000.0,20028.69,,,1.0,1.0,0.0,2019-09,9,Autumn
2-13-2012-1404,13,2,Mortgages,Mortgage Registration,2012-04-23,1,Land,,,Industrial,1,Existing Properties,453,Saih Shuaib 2,,,,,Dubai Parks and Resorts,,,,0,5901.11,10000000.0,1694.6,,,1.0,1.0,0.0,2012-04,4,Spring
2-13-2022-10122,13,2,Mortgages,Mortgage Registration,2022-07-06,3,Unit,42.0,Office,Commercial,1,Existing Properties,526,Business Bay,WESTBURRY TOWER 1,1308.0,WESTBURRY TOWER,,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,135.09,1309000.0,9689.84,,,1.0,1.0,0.0,2022-07,7,Summer
1-11-2021-12165,11,1,Sales,Sell,2021-07-12,4,Villa,4.0,Villa,Residential,1,Existing Properties,434,Wadi Al Safa 6,,1152.0,ARABIAN RANCHES,Arabian Ranches - Alma 2,Motor City,,,2 B/R,0,206.87,1775000.0,8580.27,,,2.0,1.0,0.0,2021-07,7,Summer
1-41-2009-200220,41,1,Sales,Delayed Sell,2009-06-11,3,Unit,60.0,Flat,Residential,1,Existing Properties,444,Al Hebiah First,REGENT HOUSE 1,,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,97.73,900000.0,9209.05,,,1.0,1.0,0.0,2009-06,6,Summer
1-11-2023-15068,11,1,Sales,Sell,2023-05-18,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,Sydney Tower,,,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,36.08,480000.0,13303.77,,,1.0,1.0,0.0,2023-05,5,Spring
1-102-2019-15607,102,1,Sales,Sell - Pre registration,2019-10-10,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,BEACH VISTA Tower 1,2015.0,BEACH VISTA,,,,,3 B/R,1,194.02,4548888.0,23445.46,,,1.0,1.0,0.0,2019-10,10,Autumn
2-13-2019-4779,13,2,Mortgages,Mortgage Registration,2019-07-23,1,Land,,,Other,1,Existing Properties,299,Al Warqa Fourth,,,,,,Rashidiya Metro Station,City Centre Mirdif,,0,947.33,750000.0,791.7,,,1.0,1.0,0.0,2019-07,7,Summer
1-41-2017-4285,41,1,Sales,Delayed Sell,2017-08-14,4,Villa,,,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,,1841.0,Sidra 2,DUBAI HILLS - SIDRA 2,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,438.65,3964888.0,9038.84,,,1.0,1.0,0.0,2017-08,8,Summer
1-102-2017-3839,102,1,Sales,Sell - Pre registration,2017-02-22,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,335,Nad Al Shiba First,THE POLO RESIDENCE - D5,1538.0,THE POLO RESIDENCE,Meydan,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,77.54,1024901.0,13217.71,,,2.0,1.0,0.0,2017-02,2,Winter
2-13-2020-1455,13,2,Mortgages,Mortgage Registration,2020-02-19,3,Unit,60.0,Flat,Residential,1,Existing Properties,507,Al Yelayiss 2,TOWN SQUARE ZAHRA BREEZE 3A,1637.0,TOWN SQUARE ZAHRA,TOWN SQUARE,Dubai Cycling Course,,,3 B/R,1,132.71,693750.0,5227.56,,,1.0,1.0,0.0,2020-02,2,Winter
1-41-2016-2886,41,1,Sales,Delayed Sell,2016-06-08,4,Villa,,,Residential,1,Existing Properties,482,Hadaeq Sheikh Mohammed Bin Rashid,,1727.0,SIDRA,DUBAI HILLS - SIDRA 1,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,405.2,3486888.0,8605.35,,,1.0,1.0,0.0,2016-06,6,Summer
1-133-2012-769,133,1,Sales,Development Registration,2012-10-08,3,Unit,60.0,Flat,Residential,1,Existing Properties,484,Nadd Hessa,Sapphire Residence,49.0,SAPPHIRE RESIDENCE,Silicon Oasis,IMG World Adventures,,,1 B/R,1,72.4,785305.0,10846.75,,,1.0,1.0,0.0,2012-10,10,Autumn
1-41-2018-1478,41,1,Sales,Delayed Sell,2018-06-25,4,Villa,4.0,Villa,Residential,1,Existing Properties,441,Al Barsha South Fourth,,1678.0,HYATI RESIDENCE,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,4 B/R,0,200.2,2750000.0,13736.26,,,1.0,1.0,0.0,2018-06,6,Summer
2-14-2012-634,14,2,Mortgages,Modify Mortgage,2012-09-05,2,Building,,,Commercial,1,Existing Properties,378,Al Garhoud,,,,,Dubai International Airport,GGICO Metro Station,City Centre Mirdif,,0,1858.06,45500000.0,24487.91,,,1.0,1.0,0.0,2012-09,9,Autumn
1-11-2023-3831,11,1,Sales,Sell,2023-02-09,3,Unit,60.0,Flat,Residential,1,Existing Properties,412,Al Merkadh,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 1",1984.0,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 1",,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,77.21,1195439.0,15482.96,,,1.0,1.0,0.0,2023-02,2,Winter
1-11-2017-12530,11,1,Sales,Sell,2017-10-12,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Y-23,,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,1 B/R,0,68.0,400000.0,5882.35,,,1.0,1.0,0.0,2017-10,10,Autumn
1-11-2016-1980,11,1,Sales,Sell,2016-02-23,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,Z-03,,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Studio,0,53.0,550000.0,10377.36,,,2.0,1.0,0.0,2016-02,2,Winter
1-102-2013-5441,102,1,Sales,Sell - Pre registration,2013-07-29,3,Unit,60.0,Flat,Residential,0,Off-Plan Properties,330,Marsa Dubai,MARINA WHARF II,267.0,MARINA WHARF II,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,70.53,985000.0,13965.69,,,1.0,1.0,0.0,2013-07,7,Summer
1-11-2023-26475,11,1,Sales,Sell,2023-08-22,3,Unit,60.0,Flat,Residential,1,Existing Properties,441,Al Barsha South Fourth,AUTUMN 1,142.0,SEASONS COMMUNITY- AUTUMN,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,81.12,500000.0,6163.71,,,1.0,1.0,0.0,2023-08,8,Summer
1-110-2009-200560,110,1,Sales,Lease to Own Registration,2009-04-01,3,Unit,60.0,Flat,Residential,1,Existing Properties,343,Al Warsan First,X-11,,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Studio,0,45.0,290000.0,6444.44,,,2.0,2.0,2.0,2009-04,4,Spring
1-133-2017-648,133,1,Sales,Development Registration,2017-05-22,3,Unit,60.0,Flat,Residential,1,Existing Properties,484,Nadd Hessa,SILICON HEIGHTS2,411.0,SILICON HEIGHTS2,Silicon Oasis,IMG World Adventures,,,Studio,1,45.48,465000.0,10224.27,,,1.0,1.0,0.0,2017-05,5,Spring
1-41-2014-6471,41,1,Sales,Delayed Sell,2014-12-08,4,Villa,,,Residential,1,Existing Properties,441,Al Barsha South Fourth,,,,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,,0,797.87,1985200.0,2488.12,,,1.0,2.0,0.0,2014-12,12,Winter
1-11-2023-8660,11,1,Sales,Sell,2023-03-23,3,Unit,42.0,Office,Commercial,1,Existing Properties,526,Business Bay,Bay Square - 02,1280.0,BAY SQUARE,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Office,1,146.14,1585704.0,10850.58,,,1.0,1.0,0.0,2023-03,3,Spring
1-102-2020-10027,102,1,Sales,Sell - Pre registration,2020-07-27,3,Unit,101.0,Hotel Apartment,Hospitality ,0,Off-Plan Properties,410,Palm Jumeirah,SEVEN HOTEL & APARTMENTS THE PALM,1962.0,Seven Hotel and Apartments The Palm,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,Studio,1,39.95,1000995.0,25056.2,,,1.0,1.0,0.0,2020-07,7,Summer
